name,categories
Pizza Hut,"Pizza,Restaurant,Carry-out food,Caterers,Restaurant delivery service,Food and Beverage,American restaurants,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Pizza Place,Restaurants"
Burger King,"Restaurant,Fast Food Restaurant,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
KFC,"Fast Food,Chicken,Restaurants"
Wendy's,"Hamburgers & Hot Dogs,Restaurant,Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Restaurants"
Chipotle Mexican Grill,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants"
Sumo Japanese Steakhouse Sushi,"Japanese Restaurants,Asian Restaurants,Barbecue Restaurants,Fast Food Restaurants,Restaurants,Steak Houses,Sushi Bars,Take Out Restaurants"
Golden East Restaurant,"Carry-out food,Chinese Restaurant,Chinese Restaurants,Asian Restaurant,American restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants,Chinese restaurants"
Wendy's,Fast Food
Chan Bistro,"Caterers,Japanese Restaurants,Chinese Restaurants,Vietnamese Restaurants,Thai Restaurants,Coffee and Espresso Restaurants,Take Out Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Restaurants,Asian Restaurants,American Restaurants,Seafood Restaurants,Korean Restaurants"
Jimmy John's,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,American restaurants,Fast Food Restaurants,Restaurants,Delis And Delicatessens,Sandwich,Restaurant,Fast Food Restaurant,wich Place,Sandwiches,Catering,Sandwich Shops"
KFC,"Carry-out food,Caterers,Fried Chicken Joint,American restaurants,Fast Food,Karaoke,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,Chicken,Barbecue,Spare rib restaurants,Catering,Chicken restaurants"
Sonic Drive-In,"Burger Joint,Fast Food Restaurant,American Restaurant,Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants"
McDonald's,"Restaurant,Fast Food Restaurant,Restaurants"
Orange Julius,"Juice bars,Natural food restaurants,Carry-out food,Ice Cream and Frozen Desserts,Vegetarian restaurants,Ice cream parlors,American restaurants,Fast Food Restaurants,Refreshment Stands,Health food restaurants,Juices,Restaurants"
Jersey Mike's Subs,"Delis And Delicatessens,Carry-out food,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Catering,Sandwich Place South Auburn,Restaurants,Sandwich Shops"
Jack's,"Breakfast Brunch and Lunch Restaurants,American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Family Friendly Restaurants,Restaurants"
Panda Express,"Asian Restaurants,Chinese Restaurant,Carry-out food,Restaurant,Chinese Restaurants,Asian Restaurant,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Chinese restaurants"
Kfc,"Restaurant,Carry-out food,Caterers,Barbecued poultry,American restaurants,Fast Food Restaurants,Take Out Restaurants,Barbecue,Chicken Restaurants,Spare rib restaurants,Chicken restaurants,Restaurants"
QDOBA Mexican Eats,"Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Dairy Queen,"Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Restaurant,Carry-out food,Ice cream parlors,American restaurants,Fast Food Restaurants,Fast Food,Dessert Restaurants,Restaurants"
Mugshots Burger N' Brew,"Billiard Equipment-Wholesale & Manufacturers,Breweries and brew pubs,Burgers,American restaurants,Hamburger restaurants,Burger Restaurants,Bars Clubs,Pubs,Toys,Dinner theatre restaurants,Billiard equipment and supplies,Hot dog restaurants,Bar & Grill Restaurants,Billiards Bars,Brewers,Restaurants,Restaurant,Bars and Grills,American Restaurants,Bar,Billiard parlors,Toys-retail,Pool Hall,Pool Halls,Bar and grill restaurants,Billiard Table Manufacturers,Fast food restaurants,Hamburgers and Hot Dogs,Bars"
Hawaii BBQ Restaurant,"Restaurant,BBQ Joint,Asian Restaurant,BBQ Joint and Asian Restaurant,Fast Food,Barbecue,Barbecue Restaurants,Family Style Restaurants,Restaurants"
Wibbley's Gourmet Hamburgers,"Gourmet shops,Restaurant,American Restaurants,Hot dog restaurants,American restaurants,Gourmet shop restaurants,Hamburger restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Hamburgers and Hot Dogs,Restaurants"
Famous Dave's,"Carry-out food,Caterers,Steak and chop restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,BBQ Joint and Southern / Soul Food Restaurant,Family Style Restaurants,Restaurants,Restaurant,Barbecued poultry,BBQ Joint,Southern / Soul Food Restaurant,Barbecue Restaurants,Barbecue,Spare rib restaurants,Catering,Chicken restaurants"
Mediterranean Mix,"Greek Restaurants,American restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Take Out Restaurants,Restaurants,Mediterranean Restaurant,Restaurant,Mediterranean,Turkish restaurants,Mediterranean Restaurants,Armenian restaurants,Greek restaurants,Middle eastern restaurants,Mediterranean restaurants,Middle Eastern Restaurants"
Big Boys,"American Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops,Take Out Restaurants"
Jimmy John's,"Carry-out food,Restaurant delivery service,Caterers,Delicatessens,Fast Food Restaurants,Home delivery beer and beverages,Sandwiches,Catering,Restaurants,Sandwich Shops"
Bob's Burgers Brew,"Hot dog restaurants,Seafood restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants,Bars Clubs,Hamburgers & Hot Dogs,Burger Joint,Restaurant,American Restaurants,Seafood Restaurants,Bars Pubs,Bar and grill restaurants,Hamburgers and Hot Dogs,Bars,Sandwich Shops"
Adams Enterprises,"American Restaurants,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants"
China Cafe Restaurant,"Chinese Restaurants,Asian Restaurants,Caterers,Family Style Restaurants,Fast Food Restaurants,Restaurants,Seafood Restaurants,Take Out Restaurants"
Domino's Pizza,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants"
SUBWAY,"Delis And Delicatessens,Carry-out food,Caterers,Delicatessens,Fast Food Restaurant,American restaurants,Karaoke,Sandwiches,Catering,Sandwich Place,Restaurants,Sandwich Shops"
Pizza Time,"Italian,American,American restaurants,Non-veg,Restaurants,Italian Restaurants,Pizza,Restaurant,Take-out,Lacto,Fast food,Italian restaurants,Delivery"
Eagans Westside Drive Inn,"American Restaurants,Carry-out food,Hot dog restaurants,Takeout,Burgers,Hamburger restaurants,Take Out Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Steak and chop restaurants,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants,Pizza,Restaurant,Barbecue,Pizza Place,Spare rib restaurants,Catering"
Burger Ranch,"Hamburgers and Hot Dogs,American Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants"
Burgermaster,"Restaurant,Burger Joint,American Restaurants,Hot dog restaurants,Hamburger restaurants,Barbecue,Fast food restaurants,Barbecue Restaurants,Hamburgers and Hot Dogs,Restaurants"
Jack's,"Breakfast Brunch and Lunch Restaurants,Carry-out food,Hot dog restaurants,Food and Beverage,American restaurants,Hamburger restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Burger Joint,Family style restaurants,Breakfast Brunch & Lunch Restaurants,,Hamburgers and Hot Dogs"
Zeeks Pizza,"Carry-out food,Restaurant delivery service,Caterers,Restaurant Delivery Service,American restaurants,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Food Delivery Service,Family Style Restaurants,Menu printers and service,Sports Bars,Restaurants,Italian Restaurants,Pizza,Restaurant,Franchising,Bar and Grills,Bars"
Mama's Cantina,"Mexican Restaurants,Caterers,Latin American Restaurants,Family Style Restaurants,Restaurants,Mexican Restaurant,Bars and Grills,Bar,Cocktail Lounges,Fast Food Restaurant,Diner,Diners,Bars"
Dick's Drive-In,"Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Ice Cream Shop"
Taco Bell,"Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Restaurants"
Husky Deli Catering,"Ice Cream Parlors,Caterers,Delicatessens,Caterer,Fast Food Restaurants,Restaurants,Frozen Yogurt Shops,Delis And Delicatessens,Restaurant,Ice Cream and Desserts,Deli & Sandwich,Liquor Stores,Food Stores,Dessert Restaurants,Bakeries,Catering"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants"
Burger King,Fast Food
DiPuccio's Pasta Shop and Catering,"Caterers,Mediterranean Restaurants,Party & Event Planners,Take Out Restaurants,Fast Food Restaurants,Wedding Supplies & Services,Party Planning,Catering,Restaurants,Italian Restaurants"
Carl's Jr.,"Restaurant,Fast Food,Hamburgers,Restaurants"
Bennidito's Pizza,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants"
Subway,"Delis And Delicatessens,Carry-out food,Restaurant,Delicatessens,wich Place,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops"
Moon's Mongolian Grill,"Chinese Restaurants,Asian Restaurants,Banquet Halls and Reception Facilities,Bar and Grills,Cocktail Lounges,Fast Food Restaurants,Mongolian Restaurants,Restaurants,Take Out Restaurants"
Sundowner Cafe,"Coffee Shops,American Restaurants,Restaurant,American Restaurant and Coffee Shop,Coffee Shop,American Restaurant,Take Out Restaurants,Fast Food Restaurants,Restaurants"
Rock City Grill,"American Restaurants,Mexican Restaurants,American,Bar and Grills,Fast Food Restaurants,Take Out Restaurants,Restaurants,Italian Restaurants"
Pizza Pipeline,"Pizza,American Restaurants,Caterers,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops,Italian Restaurants"
Lindaman's Gourmet-To-Go,"Caterers,Taverns,Fine Dining Restaurants,Wine and Distilled Beverages,Fast Food Restaurants,Take Out Restaurants,Restaurants,American Restaurants,Night Clubs,Bar and Grills,Coffee and Tea,Catering,Bars"
Mizuna,"American Restaurants,Bar and Grills,Caterers,Fast Food Restaurants,Health Food Restaurants,Restaurants,Take Out Restaurants,Vegetarian Restaurants"
Charley's Grill Spirits,"American Restaurants,Caterers,Steak Houses,Bar and Grills,Fast Food Restaurants,Take Out Restaurants,Wedding Supplies and Services,Restaurants,Bartending Service"
Fery's Catering,"Caterers,American Restaurants,Bartending Service,Fast Food Restaurants,Party and Event Planners,Restaurants,Take Out Restaurants,Wedding Supplies and Services"
KFC,"Fast Food,Chicken,Restaurants"
Five Guys Burgers Fries,"Hamburgers and Hot Dogs,Fast Food Restaurants,Restaurants"
Panda Express,"Asian Restaurants,Carry-out food,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Chinese restaurants"
Express Alterations,"Chinese Restaurants,Draperies Curtains and Window Treatments,,Fast Food Restaurants,Take Out Restaurants,Alterations and Tailoring,Clothing Alterations,Tailoring Supplies and Trims,Garment Services,Restaurants,Fur Storage and Services,Fur Repair,Dry Cleaners and Laundries,Drapery and Curtain Alterations,Fur Remodeling and Repairing,Alteration and Tailoring Supplies"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers,Sandwich Shops"
Taco Bell,"Mexican Restaurants,Fast Food Restaurants,Restaurants,Food & Dining"
Pick Up Stix,"Fast Food Restaurants,Asian Restaurants,Chinese Restaurants,Restaurants,Take Out Restaurants"
Kfc,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants"
Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants"
Wendy's,Fast Food
Noodles Company,"Asian Restaurants,Italian,Take-out,Takeout,Lacto,Fast food,Ovo,Non-veg,Asian,Restaurants,International"
Burger King,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast food restaurants,Restaurants"
Checkers,"Burger Joint,Restaurant,American Restaurants,Fast Food Restaurant,Traditional American,Burgers,Fast Food,Chicken,Hamburgers,New American Restaurants,Restaurants,Sandwich Shops"
QDOBA Mexican Eats,"Mexican Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Subway,"Carry-out food,Delicatessens,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops"
Tom Drive-in,"Fast Food Restaurants,American Restaurants,Restaurants,Take Out Restaurants"
AW All-American Food,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Restaurants,Soda Fountain Shops"
Wendy's,Fast Food
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Steak and chop restaurants,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Barbecue,Spare rib restaurants,Catering"
Chick-fil-A,"Breakfast,Food Delivery,Family Style Dining,Fast Food,Chicken,Catering,Restaurants,Sandwich Shops"
Dairy Queen,"Ice Cream Parlors,Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Restaurant,American,Fast Food Restaurants,Dessert Restaurants,Restaurants,Ice Cream Shop"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Fast Food,Restaurants,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Taco Bell,"Mexican,Breakfast,Vegetarian,Fast Food,Restaurants"
Panera Bread,"Breakfast,Food Delivery,Fast Food,Health Food Restaurants,Take Out Restaurants,Restaurants,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Rally's,"Hamburgers & Hot Dogs,American Restaurants,Burger Joint,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants"
Panera Bread,"Restaurant,Breakfast,Traditional American,Food Delivery,Fast Food,Coffeehouses,Bakeries,Bagel Shops,Catering,Restaurants,Sandwich Shops"
Jimmy John's,"Sandwich Shops,Fast Food Restaurants"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Pizza Place Chapel Hill - Ben Davis,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants"
Domino's Pizza,"Pizza,Restaurant,American,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants"
Bru Burger Bar,"Restaurant delivery service,Taverns,American restaurants,Hamburger restaurants,Fast Food Restaurants,Burger Restaurants,Home delivery beer and beverages,Restaurant Referral Services & Guides,Brew Pubs,Bars Clubs,Burger Joint,Dinner theatre restaurants,Barbecue Restaurants,Food & Beverage Delivery Services,Barbecue,Hot dog restaurants,Take Out Restaurants,Karaoke,Family Style Restaurants,Restaurants,Restaurant,Bar and Grills,Bar and grill restaurants,Family style restaurants,Hamburgers and Hot Dogs,Family Restaurants,Sandwich Shops,Bars"
Kwik Wok,"Chinese Restaurants,Asian Restaurants,Fast Food Restaurants,Restaurant Delivery Service,Take Out Restaurants"
Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops"
South Shore Grill,"Polynesian restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Asian Restaurants,Juice bars,Coffee Shops,Soda fountain shops,Hawaiian,Barbecue,Health food restaurants,Chicken restaurants,Natural food restaurants,Carry-out food,Cafe,Hot dog restaurants,Taco Place,Seafood restaurants,Tex-mex restaurants,Southwestern restaurants,American Restaurant,Mexican restaurants,Caf,Take Out Restaurants,Restaurants,Restaurant,Vegetarian restaurants,Barbecued poultry,Bar and Grills,Spare rib restaurants,Korean restaurants"
Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,American restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Sandwiches,Restaurants,Sandwich Shops"
